@ID@Type@SKU@Name@Published@Is featured?@Visibility in catalog@Short description@Description@Date sale price starts@Date sale price ends@Tax status@Tax class@In stock?@Stock@Low stock amount@Backorders allowed?@Sold individually?@Weight(kg)@Length(cm)@Width(cm)@Height(cm)@Allow customer reviews?@Purchase note@Sale price@Regular price@Categories@Tags@Shipping class@Images@Download limit@Download expiry days@Parent@Grouped products@Upsells@Cross-sells@External URL@Button text@Position@Attribute 1 name@Attribute 1 value(s)@Attribute 1 visible@Attribute 1 global@Attribute 1 default
@""@simple@""@"Len milk hàn cuộn 25g - Bảng màu 1"@1@"0"@visible@"Thương hiệu: OEM
Xuất xứ thương hiệu: Việt Nam
Xuất xứ: Việt Nam
Quy cách đóng gói: <p>1 cuộn len 25gr</p>
Chất liệu: <ul><li>Len sợi đan móc</li><li>Len milk cotton&nbsp;</li></ul>
"@"
  <ul><li><p>Sợi len mềm mịn, màu sắc cực kì đẹp</p>
   <p>CÒN SỐ CÒN HÀNG, NHỮNG MÀU KHÔNG ĐƯỢC ĐÁNH SỐ TỨC LÀ HẾT HÀNG</p>
   <p>Dùng để đan hoặc móc khăn, áo, mũ, giày len,</p>
   <p>- Đan kim số: 2_3mm</p>
   <p>- Móc kim số: 2,5mm - 3mm</p>
   <p>- Trọng lượng: Cuộn 25gr/ dài 70m</p>
   <p>ƯỚC LƯỢNG:</p>
   <p>- Áo len người lớn: 24-30 Cuộn</p>
   <p>- Khăn len người lớn: 10 - 12 Cuộn</p>
   <p>- Trẻ sơ sinh: 3-5 cuộn</p>
   <p>- Áo bé 1 tuổi: 5-6 Cuộn</p>
   <p>- Áo bé 3 tuổi: 7-8 cuộn</p>
  </li></ul>
